shipment_id,date,route,region,delivery_type,weight_kg,volume_m3,status
GF0021230,2023-12-07,Dubai-Sharjah,Sharjah,Express,6.84,0.0325,Completed
GF0023123,2023-12-28,Dubai-RAK,Northern Emirates,Standard,5.07,0.0457,Completed
GF0032512,2024-05-29,Dubai-Riyadh,KSA,Standard,0.55,0.022,Completed
GF0023236,2023-12-30,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.84,0.01,Completed
GF0024447,2024-01-16,Dubai-Riyadh,KSA,Standard,4.75,0.0128,Completed
GF0001063,2023-01-02,Dubai-Sharjah,Sharjah,Standard,4.62,0.0148,Completed
GF0011257,2023-06-26,Dubai-RAK,Northern Emirates,Express,20.62,0.0251,Completed
GF0009481,2023-05-17,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.66,0.01,Completed
GF0004376,2023-02-16,Dubai-RAK,Northern Emirates,Express,1.86,0.01,Completed
GF0003753,2023-02-08,Dubai-Riyadh,KSA,Express,0.5,0.0251,Completed
GF0033003,2024-06-11,Sharjah-Fujairah,Northern Emirates,Standard,6.17,0.01,Completed
GF0022971,2023-12-27,Dubai-Riyadh,KSA,Standard,7.98,0.0313,Completed
GF0011513,2023-07-04,Dubai-Riyadh,KSA,Standard,4.97,0.0124,Completed
GF0012134,2023-07-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,32.53,0.0456,Completed
GF0005609,2023-03-08,Dubai-Riyadh,KSA,Same-Day,0.61,0.0104,Completed
GF0015709,2023-09-25,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.73,0.0619,Completed
GF0025709,2024-01-31,Dubai-Sharjah,Sharjah,Express,0.5,0.0461,Completed
GF0029438,2024-03-26,Abu Dhabi-Muscat,Oman,Standard,4.99,0.01,Completed
GF0016607,2023-10-09,Dubai-RAK,Northern Emirates,Standard,2.14,0.0762,Completed
GF0008143,2023-04-18,Abu Dhabi-Muscat,Oman,Express,0.5,0.0188,Completed
GF0017996,2023-10-27,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,3.87,0.01,Completed
GF0010239,2023-06-02,Dubai-Sharjah,Sharjah,Express,3.05,0.0318,Completed
GF0017227,2023-10-17,Dubai-Sharjah,Sharjah,Express,4.18,0.01,Completed
GF0015856,2023-09-27,Dubai-Sharjah,Sharjah,Standard,27.03,0.01,Completed
GF0027002,2024-02-19,Sharjah-Fujairah,Northern Emirates,Standard,23.71,0.0137,Completed
GF0015265,2023-09-18,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0622,Completed
GF0033478,2024-06-24,Sharjah-Fujairah,Northern Emirates,Same-Day,0.82,0.0156,Completed
GF0008985,2023-05-05,Dubai-Riyadh,KSA,Express,3.22,0.01,Completed
GF0018268,2023-11-01,Dubai-Sharjah,Sharjah,Standard,0.71,0.1003,Completed
GF0029339,2024-03-25,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.99,0.0231,Completed
GF0029474,2024-03-27,Abu Dhabi-Muscat,Oman,Standard,1.54,0.0368,Completed
GF0014586,2023-09-06,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.88,0.0315,Completed
GF0013049,2023-08-08,Dubai-Abu Dhabi,Abu Dhabi,Express,2.79,0.0771,Completed
GF0029420,2024-03-26,Dubai-Riyadh,KSA,Standard,1.61,0.0178,Completed
GF0021865,2023-12-15,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0141,Completed
GF0013408,2023-08-15,Abu Dhabi-Muscat,Oman,Same-Day,1.2,0.01,Completed
GF0018281,2023-11-01,Abu Dhabi-Muscat,Oman,Standard,1.32,0.0347,Completed
GF0025678,2024-01-31,Abu Dhabi-Al Ain,Abu Dhabi,Standard,14.69,0.024,Completed
GF0027199,2024-02-21,Dubai-Sharjah,Sharjah,Standard,3.47,0.0894,Completed
GF0020277,2023-11-24,Dubai-Sharjah,Sharjah,Standard,4.75,0.0737,Completed
GF0032476,2024-05-29,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.78,0.01,Completed
GF0007092,2023-03-30,Dubai-RAK,Northern Emirates,Standard,7.37,0.0605,Completed
GF0006277,2023-03-16,Dubai-Abu Dhabi,Abu Dhabi,Express,2.02,0.0212,Completed
GF0007993,2023-04-14,Dubai-Sharjah,Sharjah,Standard,6.42,0.0575,Completed
GF0021894,2023-12-15,Sharjah-Fujairah,Northern Emirates,Express,3.87,0.0354,Completed
GF0006168,2023-03-15,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.87,0.0297,Completed
GF0026584,2024-02-12,Dubai-Riyadh,KSA,Standard,4.52,0.1122,Completed
GF0007497,2023-04-06,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.67,0.0132,Completed
GF0018969,2023-11-10,Dubai-Riyadh,KSA,Standard,0.5,0.01,Completed
GF0011434,2023-07-03,Dubai-Sharjah,Sharjah,Standard,5.13,0.0372,Completed
GF0031985,2024-05-18,Sharjah-Fujairah,Northern Emirates,Standard,14.33,0.0824,Completed
GF0018933,2023-11-09,Dubai-RAK,Northern Emirates,Express,1.2,0.0262,Completed
GF0030356,2024-04-16,Dubai-Sharjah,Sharjah,Same-Day,3.06,0.01,Completed
GF0013072,2023-08-09,Sharjah-Fujairah,Northern Emirates,Standard,5.97,0.0235,Completed
GF0005325,2023-03-02,Dubai-Abu Dhabi,Abu Dhabi,Standard,14.8,0.0394,Completed
GF0003506,2023-02-03,Abu Dhabi-Al Ain,Abu Dhabi,Express,14.51,0.0173,Completed
GF0002705,2023-01-24,Abu Dhabi-Muscat,Oman,Standard,32.63,0.0409,Completed
GF0012048,2023-07-17,Abu Dhabi-Al Ain,Abu Dhabi,Standard,10.94,0.0406,Completed
GF0006431,2023-03-20,Dubai-Sharjah,Sharjah,Express,1.8,0.01,Completed
GF0009668,2023-05-22,Sharjah-Fujairah,Northern Emirates,Standard,1.34,0.1083,Completed
GF0008872,2023-05-03,Dubai-RAK,Northern Emirates,Standard,1.99,0.0276,Completed
GF0028015,2024-03-05,Abu Dhabi-Muscat,Oman,Standard,6.94,0.0677,Completed
GF0030368,2024-04-16,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.8,0.0207,Completed
GF0025284,2024-01-26,Abu Dhabi-Muscat,Oman,Standard,4.45,0.0931,Completed
GF0032386,2024-05-28,Dubai-Sharjah,Sharjah,Standard,11.09,0.0971,Completed
GF0013117,2023-08-09,Abu Dhabi-Muscat,Oman,Express,0.87,0.01,Completed
GF0008473,2023-04-25,Abu Dhabi-Al Ain,Abu Dhabi,Express,5.28,0.01,Completed
GF0009290,2023-05-12,Dubai-Sharjah,Sharjah,Standard,2.27,0.0338,Completed
GF0012304,2023-07-24,Dubai-RAK,Northern Emirates,Express,0.5,0.012,Completed
GF0015956,2023-09-28,Abu Dhabi-Muscat,Oman,Standard,11.71,0.0241,Completed
GF0004493,2023-02-19,Dubai-Abu Dhabi,Abu Dhabi,Standard,7.26,0.023,Completed
GF0016971,2023-10-13,Dubai-RAK,Northern Emirates,Standard,9.08,0.01,Completed
GF0003777,2023-02-08,Abu Dhabi-Muscat,Oman,Express,3.87,0.0585,Completed
GF0005904,2023-03-14,Dubai-Sharjah,Sharjah,Express,0.54,0.01,Completed
GF0001553,2023-01-09,Dubai-Sharjah,Sharjah,Standard,2.64,0.014,Completed
GF0006112,2023-03-15,Dubai-RAK,Northern Emirates,Standard,4.85,0.0952,Completed
GF0031223,2024-05-02,Dubai-RAK,Northern Emirates,Express,0.5,0.01,Completed
GF0014373,2023-09-04,Sharjah-Fujairah,Northern Emirates,Standard,10.87,0.0331,Completed
GF0029112,2024-03-20,Abu Dhabi-Muscat,Oman,Standard,21.92,0.0732,Completed
GF0015822,2023-09-26,Dubai-Sharjah,Sharjah,Standard,5.04,0.069,Completed
GF0025680,2024-01-31,Abu Dhabi-Al Ain,Abu Dhabi,Express,10.07,0.0136,Completed
GF0019551,2023-11-15,Dubai-RAK,Northern Emirates,Express,1.22,0.0432,Completed
GF0031147,2024-05-01,Sharjah-Fujairah,Northern Emirates,Standard,2.27,0.0627,Completed
GF0032272,2024-05-24,Dubai-RAK,Northern Emirates,Express,2.53,0.0413,Completed
GF0004156,2023-02-14,Dubai-Abu Dhabi,Abu Dhabi,Express,1.34,0.0936,Completed
GF0001623,2023-01-10,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.12,0.0297,Completed
GF0018401,2023-11-02,Dubai-Abu Dhabi,Abu Dhabi,Express,7.18,0.01,Completed
GF0027286,2024-02-22,Dubai-Sharjah,Sharjah,Same-Day,2.72,0.01,Completed
GF0001252,2023-01-04,Abu Dhabi-Muscat,Oman,Standard,0.84,0.0699,Completed
GF0016105,2023-10-02,Dubai-Sharjah,Sharjah,Standard,5.36,0.0854,Completed
GF0023531,2024-01-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,8.29,0.0695,Completed
GF0023378,2024-01-03,Sharjah-Fujairah,Northern Emirates,Standard,2.66,0.0607,Completed
GF0032478,2024-05-29,Abu Dhabi-Muscat,Oman,Standard,3.57,0.106,Completed
GF0005829,2023-03-13,Dubai-Riyadh,KSA,Standard,15.54,0.0768,Completed
GF0022589,2023-12-22,Abu Dhabi-Muscat,Oman,Express,3.03,0.017,Completed
GF0011037,2023-06-20,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.95,0.0363,Completed
GF0006294,2023-03-17,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0014741,2023-09-08,Abu Dhabi-Muscat,Oman,Express,2.49,0.0211,Completed
GF0013885,2023-08-24,Abu Dhabi-Muscat,Oman,Standard,1.41,0.01,Completed
GF0023883,2024-01-09,Dubai-Sharjah,Sharjah,Standard,0.5,0.0809,Completed
GF0003872,2023-02-09,Abu Dhabi-Muscat,Oman,Express,3.53,0.01,Completed
GF0003569,2023-02-06,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.0419,Completed
GF0027067,2024-02-19,Dubai-RAK,Northern Emirates,Standard,8.31,0.0178,Completed
GF0015587,2023-09-22,Dubai-Riyadh,KSA,Express,0.5,0.01,Completed
GF0016650,2023-10-09,Abu Dhabi-Al Ain,Abu Dhabi,Express,6.49,0.0801,Completed
GF0004446,2023-02-17,Abu Dhabi-Al Ain,Abu Dhabi,Express,3.2,0.01,Completed
GF0020402,2023-11-27,Abu Dhabi-Muscat,Oman,Express,3.65,0.0216,Completed
GF0002991,2023-01-27,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.21,0.01,Completed
GF0028452,2024-03-12,Dubai-RAK,Northern Emirates,Same-Day,0.5,0.01,Completed
GF0021202,2023-12-07,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,3.7,0.01,Completed
GF0007349,2023-04-04,Dubai-Riyadh,KSA,Standard,1.26,0.0242,Completed
GF0019735,2023-11-17,Dubai-RAK,Northern Emirates,Same-Day,6.38,0.0342,Completed
GF0027595,2024-02-27,Dubai-Abu Dhabi,Abu Dhabi,Standard,0.57,0.0355,Completed
GF0009935,2023-05-26,Sharjah-Fujairah,Northern Emirates,Express,3.82,0.01,Completed
GF0006170,2023-03-15,Abu Dhabi-Muscat,Oman,Express,2.73,0.01,Completed
GF0018215,2023-10-31,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.79,0.0261,Completed
GF0026050,2024-02-06,Dubai-RAK,Northern Emirates,Standard,4.23,0.0898,Completed
GF0010970,2023-06-20,Abu Dhabi-Muscat,Oman,Standard,0.58,0.02,Completed
GF0030624,2024-04-19,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.72,0.0245,Completed
GF0018497,2023-11-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,26.25,0.0142,Completed
GF0022669,2023-12-22,Abu Dhabi-Muscat,Oman,Standard,3.02,0.0456,Completed
GF0010229,2023-06-02,Abu Dhabi-Muscat,Oman,Standard,9.0,0.0199,Completed
GF0006484,2023-03-21,Sharjah-Fujairah,Northern Emirates,Same-Day,1.85,0.01,Completed
GF0002101,2023-01-17,Abu Dhabi-Al Ain,Abu Dhabi,Standard,7.12,0.0363,Completed
GF0015118,2023-09-14,Dubai-Riyadh,KSA,Same-Day,0.5,0.0171,Completed
GF0003948,2023-02-10,Abu Dhabi-Muscat,Oman,Standard,3.0,0.1052,Completed
GF0014011,2023-08-28,Abu Dhabi-Muscat,Oman,Same-Day,0.64,0.0231,Completed
GF0005441,2023-03-06,Dubai-Abu Dhabi,Abu Dhabi,Express,2.84,0.0159,Completed
GF0003680,2023-02-07,Dubai-Riyadh,KSA,Same-Day,1.06,0.01,Completed
GF0019853,2023-11-20,Dubai-Riyadh,KSA,Standard,1.11,0.0302,Completed
GF0002957,2023-01-27,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.83,0.01,Completed
GF0018244,2023-11-01,Dubai-Riyadh,KSA,Express,8.36,0.0603,Completed
GF0007013,2023-03-29,Dubai-RAK,Northern Emirates,Standard,6.1,0.0714,Completed
GF0012532,2023-07-28,Dubai-Riyadh,KSA,Express,0.53,0.0173,Completed
GF0027993,2024-03-04,Abu Dhabi-Muscat,Oman,Express,3.87,0.0549,Completed
GF0019247,2023-11-11,Dubai-RAK,Northern Emirates,Same-Day,3.38,0.01,Completed
GF0007729,2023-04-11,Dubai-Riyadh,KSA,Express,1.0,0.01,Completed
GF0023384,2024-01-03,Dubai-Sharjah,Sharjah,Standard,4.25,0.0231,Completed
GF0006182,2023-03-15,Dubai-Riyadh,KSA,Express,8.29,0.0383,Completed
GF0007231,2023-03-31,Abu Dhabi-Muscat,Oman,Standard,2.99,0.0966,Completed
GF0004528,2023-02-20,Dubai-RAK,Northern Emirates,Standard,7.52,0.0378,Completed
GF0004025,2023-02-13,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.0217,Completed
GF0028439,2024-03-12,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.46,0.0102,Completed
GF0008517,2023-04-26,Sharjah-Fujairah,Northern Emirates,Standard,1.93,0.0698,Completed
GF0006917,2023-03-28,Dubai-Sharjah,Sharjah,Standard,10.33,0.01,Completed
GF0003699,2023-02-07,Dubai-RAK,Northern Emirates,Express,7.35,0.0192,Completed
GF0006916,2023-03-28,Sharjah-Fujairah,Northern Emirates,Express,0.68,0.0126,Completed
GF0010002,2023-05-29,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.1,0.0127,Completed
GF0017068,2023-10-13,Dubai-Riyadh,KSA,Same-Day,1.59,0.01,Completed
GF0015697,2023-09-25,Dubai-Sharjah,Sharjah,Standard,4.88,0.0371,Completed
GF0001613,2023-01-10,Sharjah-Fujairah,Northern Emirates,Standard,6.77,0.0217,Completed
GF0005126,2023-02-28,Dubai-Sharjah,Sharjah,Express,0.5,0.0478,Completed
GF0004011,2023-02-12,Dubai-Sharjah,Sharjah,Express,4.61,0.0134,Completed
GF0001225,2023-01-04,Dubai-Riyadh,KSA,Standard,0.99,0.01,Completed
GF0031896,2024-05-16,Dubai-RAK,Northern Emirates,Express,6.95,0.0647,Completed
GF0003354,2023-02-02,Dubai-RAK,Northern Emirates,Standard,8.93,0.0455,Completed
GF0014252,2023-08-31,Dubai-Sharjah,Sharjah,Express,5.7,0.0604,Completed
GF0019914,2023-11-21,Dubai-Sharjah,Sharjah,Standard,5.61,0.0604,Completed
GF0007407,2023-04-04,Abu Dhabi-Muscat,Oman,Same-Day,0.5,0.0275,Completed
GF0020990,2023-12-05,Dubai-Sharjah,Sharjah,Standard,35.46,0.037,Completed
GF0020405,2023-11-27,Dubai-Riyadh,KSA,Standard,12.54,0.0484,Completed
GF0019572,2023-11-15,Dubai-Sharjah,Sharjah,Same-Day,4.21,0.0155,Completed
GF0031399,2024-05-06,Sharjah-Fujairah,Northern Emirates,Express,8.06,0.0458,Completed
GF0030228,2024-04-12,Dubai-RAK,Northern Emirates,Standard,13.77,0.01,Completed
GF0002526,2023-01-23,Abu Dhabi-Muscat,Oman,Standard,5.16,0.0849,Completed
GF0020438,2023-11-27,Dubai-RAK,Northern Emirates,Standard,31.07,0.0174,Completed
GF0012061,2023-07-17,Dubai-Riyadh,KSA,Standard,15.68,0.0289,Completed
GF0023805,2024-01-08,Sharjah-Fujairah,Northern Emirates,Express,1.54,0.0321,Completed
GF0011321,2023-06-27,Dubai-RAK,Northern Emirates,Standard,9.26,0.051,Completed
GF0011606,2023-07-06,Dubai-Riyadh,KSA,Express,0.82,0.01,Completed
GF0026667,2024-02-13,Abu Dhabi-Muscat,Oman,Same-Day,10.42,0.01,Completed
GF0015753,2023-09-25,Dubai-RAK,Northern Emirates,Standard,3.5,0.057,Completed
GF0029767,2024-04-01,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.94,0.0748,Completed
GF0018664,2023-11-06,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.0302,Completed
GF0001592,2023-01-09,Dubai-Riyadh,KSA,Same-Day,1.5,0.0175,Completed
GF0017174,2023-10-16,Dubai-RAK,Northern Emirates,Standard,10.86,0.01,Completed
GF0011876,2023-07-12,Abu Dhabi-Muscat,Oman,Standard,5.43,0.0969,Completed
GF0014593,2023-09-06,Sharjah-Fujairah,Northern Emirates,Standard,0.96,0.01,Completed
GF0026332,2024-02-08,Abu Dhabi-Muscat,Oman,Express,6.87,0.01,Completed
GF0017381,2023-10-18,Dubai-RAK,Northern Emirates,Standard,1.18,0.0395,Completed
GF0032026,2024-05-20,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.81,0.01,Completed
GF0004965,2023-02-24,Abu Dhabi-Al Ain,Abu Dhabi,Express,0.5,0.0337,Completed
GF0023519,2024-01-04,Abu Dhabi-Muscat,Oman,Standard,2.89,0.01,Completed
GF0031674,2024-05-13,Dubai-Abu Dhabi,Abu Dhabi,Express,4.32,0.01,Completed
GF0007844,2023-04-12,Dubai-Riyadh,KSA,Express,3.82,0.0568,Completed
GF0032657,2024-05-31,Dubai-Riyadh,KSA,Same-Day,0.5,0.0154,Completed
GF0018013,2023-10-27,Sharjah-Fujairah,Northern Emirates,Express,3.63,0.0177,Completed
GF0019294,2023-11-13,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.36,0.01,Completed
GF0015100,2023-09-14,Abu Dhabi-Muscat,Oman,Express,4.06,0.1174,Completed
GF0004484,2023-02-19,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,1.54,0.01,Completed
GF0012408,2023-07-26,Dubai-Riyadh,KSA,Express,0.5,0.048,Completed
GF0019374,2023-11-13,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.06,0.0513,Completed
GF0004415,2023-02-17,Dubai-Sharjah,Sharjah,Standard,22.73,0.0745,Completed
GF0026707,2024-02-14,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.45,0.01,Completed
GF0030295,2024-04-15,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.5,0.0169,Completed
GF0001169,2023-01-03,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.0,0.0795,Completed
GF0004034,2023-02-13,Dubai-Riyadh,KSA,Standard,4.6,0.0921,Completed
GF0018926,2023-11-09,Abu Dhabi-Al Ain,Abu Dhabi,Express,4.85,0.0154,Completed
GF0016143,2023-10-02,Sharjah-Fujairah,Northern Emirates,Standard,14.35,0.0279,Completed
GF0027359,2024-02-23,Dubai-RAK,Northern Emirates,Standard,6.54,0.016,Completed
GF0006985,2023-03-29,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,0.5,0.0295,Completed
GF0026058,2024-02-06,Dubai-Riyadh,KSA,Express,2.31,0.027,Completed
GF0027922,2024-03-04,Dubai-Riyadh,KSA,Express,2.48,0.0176,Completed
GF0005649,2023-03-08,Dubai-Sharjah,Sharjah,Express,0.5,0.01,Completed
GF0033541,2024-06-25,Dubai-Sharjah,Sharjah,Express,2.51,0.0137,Completed
GF0009771,2023-05-23,Dubai-RAK,Northern Emirates,Standard,18.53,0.01,Completed
GF0015985,2023-09-29,Dubai-Riyadh,KSA,Standard,10.53,0.0123,Completed
GF0017235,2023-10-17,Abu Dhabi-Muscat,Oman,Standard,5.66,0.0649,Completed
GF0003455,2023-02-03,Dubai-Sharjah,Sharjah,Standard,3.87,0.01,Completed
GF0005808,2023-03-10,Abu Dhabi-Muscat,Oman,Standard,12.32,0.0778,Completed
GF0015505,2023-09-21,Dubai-Riyadh,KSA,Express,16.8,0.0985,Completed
GF0001137,2023-01-03,Abu Dhabi-Muscat,Oman,Same-Day,0.54,0.0178,Completed
GF0006129,2023-03-15,Abu Dhabi-Muscat,Oman,Express,1.41,0.0134,Completed
GF0015272,2023-09-18,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.58,0.0515,Completed
GF0030668,2024-04-22,Dubai-Sharjah,Sharjah,Standard,11.13,0.0279,Completed
GF0021123,2023-12-06,Dubai-RAK,Northern Emirates,Express,0.51,0.0226,Completed
GF0026625,2024-02-13,Sharjah-Fujairah,Northern Emirates,Standard,9.33,0.0407,Completed
GF0019909,2023-11-20,Dubai-RAK,Northern Emirates,Standard,8.38,0.01,Completed
GF0020413,2023-11-27,Dubai-RAK,Northern Emirates,Standard,9.48,0.0274,Completed
GF0002029,2023-01-16,Abu Dhabi-Muscat,Oman,Express,3.47,0.0127,Completed
GF0022412,2023-12-20,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.08,0.0378,Completed
GF0021512,2023-12-11,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.12,0.0155,Completed
GF0015647,2023-09-22,Dubai-Sharjah,Sharjah,Standard,17.7,0.0612,Completed
GF0006459,2023-03-20,Abu Dhabi-Muscat,Oman,Standard,3.46,0.051,Completed
GF0027250,2024-02-22,Abu Dhabi-Al Ain,Abu Dhabi,Standard,12.33,0.0134,Completed
GF0032735,2024-06-04,Dubai-Riyadh,KSA,Standard,13.51,0.0854,Completed
GF0025783,2024-02-01,Dubai-Abu Dhabi,Abu Dhabi,Standard,5.03,0.01,Completed
GF0024403,2024-01-16,Abu Dhabi-Al Ain,Abu Dhabi,Same-Day,0.85,0.01,Completed
GF0031839,2024-05-15,Dubai-Sharjah,Sharjah,Standard,0.55,0.1146,Completed
GF0016875,2023-10-11,Sharjah-Fujairah,Northern Emirates,Express,2.58,0.01,Completed
GF0012008,2023-07-14,Abu Dhabi-Al Ain,Abu Dhabi,Standard,3.42,0.0858,Completed
GF0023605,2024-01-05,Abu Dhabi-Muscat,Oman,Standard,5.41,0.0276,Completed
GF0028640,2024-03-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,4.27,0.0274,Completed
GF0001292,2023-01-04,Abu Dhabi-Al Ain,Abu Dhabi,Standard,21.34,0.0413,Completed
GF0032268,2024-05-24,Abu Dhabi-Al Ain,Abu Dhabi,Standard,0.88,0.041,Completed
GF0026402,2024-02-09,Sharjah-Fujairah,Northern Emirates,Express,0.94,0.01,Completed
GF0023599,2024-01-04,Dubai-Sharjah,Sharjah,Standard,3.64,0.0397,Completed
GF0010742,2023-06-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,1.6,0.01,Completed
GF0004123,2023-02-14,Dubai-Abu Dhabi,Abu Dhabi,Express,0.5,0.01,Completed
GF0020536,2023-11-28,Dubai-Sharjah,Sharjah,Standard,13.8,0.0384,Completed
GF0017470,2023-10-19,Sharjah-Fujairah,Northern Emirates,Standard,0.5,0.0831,Completed
GF0007827,2023-04-12,Sharjah-Fujairah,Northern Emirates,Express,0.94,0.01,Completed
GF0011687,2023-07-07,Dubai-RAK,Northern Emirates,Standard,0.5,0.071,Completed
GF0015907,2023-09-28,Dubai-RAK,Northern Emirates,Express,2.27,0.016,Completed
GF0029083,2024-03-20,Sharjah-Fujairah,Northern Emirates,Standard,11.41,0.0106,Completed
GF0018236,2023-10-31,Sharjah-Fujairah,Northern Emirates,Standard,2.76,0.0479,Completed
GF0001746,2023-01-11,Dubai-RAK,Northern Emirates,Standard,9.52,0.0566,Completed
GF0031690,2024-05-13,Dubai-Riyadh,KSA,Standard,7.55,0.0209,Completed
GF0033195,2024-06-14,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,1.3,0.0129,Completed
GF0033301,2024-06-19,Abu Dhabi-Al Ain,Abu Dhabi,Standard,1.76,0.042,Completed
GF0002794,2023-01-25,Sharjah-Fujairah,Northern Emirates,Standard,13.1,0.01,Completed
GF0004669,2023-02-21,Abu Dhabi-Al Ain,Abu Dhabi,Standard,5.38,0.0224,Completed
GF0014613,2023-09-07,Sharjah-Fujairah,Northern Emirates,Same-Day,1.2,0.0149,Completed
GF0029331,2024-03-25,Abu Dhabi-Al Ain,Abu Dhabi,Standard,20.98,0.0558,Completed
GF0009103,2023-05-08,Dubai-RAK,Northern Emirates,Standard,0.5,0.01,Completed
GF0002776,2023-01-25,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.02,0.1167,Completed
GF0026004,2024-02-05,Dubai-Sharjah,Unknown,Standard,3.34,0.0373,Completed
GF0005629,2023-03-08,Abu Dhabi-Muscat,Oman,Express,11.9,0.0201,Completed
GF0017983,2023-10-27,Dubai-Riyadh,KSA,Standard,9.49,0.01,Completed
GF0008717,2023-04-28,Dubai-Abu Dhabi,Abu Dhabi,Same-Day,4.67,0.0291,Completed
GF0026962,2024-02-17,Dubai-Sharjah,Sharjah,Same-Day,3.11,0.01,Completed
GF0011052,2023-06-21,Sharjah-Fujairah,Northern Emirates,Express,19.8,0.0297,Completed
GF0027889,2024-03-01,Dubai-RAK,Northern Emirates,Express,15.71,0.0302,Completed
GF0025212,2024-01-25,Dubai-Riyadh,KSA,Same-Day,1.79,0.01,Completed
GF0013562,2023-08-17,Abu Dhabi-Muscat,Oman,Same-Day,5.32,0.0216,Completed
GF0027744,2024-02-29,Sharjah-Fujairah,Northern Emirates,Standard,8.84,0.0175,Completed
GF0029101,2024-03-20,Abu Dhabi-Al Ain,Abu Dhabi,Express,11.7,0.0612,Completed
GF0001381,2023-01-05,Abu Dhabi-Al Ain,Abu Dhabi,Express,1.8,0.0894,Completed
GF0017270,2023-10-17,Dubai-RAK,Unknown,Express,0.5,0.01,Completed
GF0028661,2024-03-15,Sharjah-Fujairah,Northern Emirates,Same-Day,0.5,0.016,Completed
GF0003162,2023-01-31,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.12,0.01,Completed
GF0010868,2023-06-16,Dubai-Riyadh,KSA,Standard,1.69,0.0358,Completed
GF0030491,2024-04-17,Abu Dhabi-Muscat,Oman,Standard,1.37,0.0827,Completed
GF0001477,2023-01-06,Abu Dhabi-Muscat,Oman,Standard,2.66,0.0927,Completed
GF0020084,2023-11-22,Abu Dhabi-Muscat,Oman,Same-Day,6.31,0.01,Completed
GF0010819,2023-06-15,Dubai-Sharjah,Sharjah,Standard,4.54,0.0639,Completed
GF0017700,2023-10-24,Dubai-Sharjah,Sharjah,Standard,2.88,0.1045,Completed
GF0022997,2023-12-27,Dubai-RAK,Northern Emirates,Standard,2.05,0.0853,Completed
GF0021593,2023-12-12,Abu Dhabi-Al Ain,Abu Dhabi,Standard,32.23,0.0276,Completed
GF0018834,2023-11-08,Dubai-RAK,Northern Emirates,Express,7.58,0.0491,Completed
GF0033403,2024-06-20,Abu Dhabi-Muscat,Oman,Express,3.04,0.0601,Completed
GF0008615,2023-04-27,Abu Dhabi-Muscat,Oman,Standard,7.37,0.01,Completed
GF0031710,2024-05-13,Abu Dhabi-Al Ain,Abu Dhabi,Standard,2.97,0.0428,Completed
GF0004824,2023-02-23,Abu Dhabi-Muscat,Oman,Standard,13.82,0.0496,Completed
GF0028644,2024-03-14,Dubai-Abu Dhabi,Abu Dhabi,Standard,2.14,0.053,Completed
GF0002586,2023-01-23,Dubai-Sharjah,Sharjah,Standard,18.09,0.01,Completed
